0	0	114	486	361
0	0	794	114	486
0	0	1020	794	114
0	0	1560	1020	794
0	0	1310	1560	1020
0	0	884	1310	1560
1	0	1340	884	1310
17.2	1	1200	1340	884
0	17.2	766	1200	1340
0	0	459	766	1200
8	0	45.7	459	766
21.6	8	333	45.7	459
6.1	21.6	415	333	45.7
0.2	6.1	404	415	333
0	0.2	612	404	415
0	0	495	612	404
0	0	158	495	612
0	0	821	158	495
0	0	689	821	158
0	0	1150	689	821
0	0	1140	1150	689
13.9	0	1610	1140	1150
0	13.9	1920	1610	1140
0	0	2110	1920	1610
0	0	1870	2110	1920
2.2	0	1710	1870	2110
7.4	2.2	1690	1710	1870
0	7.4	1420	1690	1710
1.9	0	1440	1420	1690
14.5	1.9	1220	1440	1420
65.3	14.5	1100	1220	1440
6.2	65.3	1370	1100	1220
3.7	6.2	1860	1370	1100
0	3.7	2120	1860	1370
0	0	2480	2120	1860
14.6	0	2920	2480	2120
10	14.6	3110	2920	2480
2.9	10	2940	3110	2920
0.1	2.9	2670	2940	3110
13.9	0.1	2890	2670	2940
0	13.9	2900	2890	2670
11.3	0	2800	2900	2890
1.4	11.3	3220	2800	2900
3.2	1.4	3770	3220	2800
0	3.2	3530	3770	3220
0	0	4110	3530	3770
6.6	0	4290	4110	3530
5.8	6.6	4880	4290	4110
1.5	5.8	4950	4880	4290
0	1.5	5160	4950	4880
0.4	0	5010	5160	4950
4.5	0.4	5380	5010	5160
9.8	4.5	5660	5380	5010
26.3	9.8	5340	5660	5380
0	26.3	5630	5340	5660
0	0	5180	5630	5340
0	0	4770	5180	5630
1.2	0	4720	4770	5180
0.4	1.2	4680	4720	4770
0	0.4	4400	4680	4720
0	0	5050	4400	4680
49.8	0	6160	5050	4400
6.5	49.8	6860	6160	5050
0.9	6.5	7210	6860	6160
0	0.9	7590	7210	6860
0.6	0	7380	7590	7210
2.7	0.6	7420	7380	7590
9.7	2.7	7500	7420	7380
6.5	9.7	7300	7500	7420
14.2	6.5	7330	7300	7500
28.9	14.2	7920	7330	7300
20.5	28.9	7600	7920	7330
10.3	20.5	7490	7600	7920
44	10.3	7480	7490	7600
35.8	44	7120	7480	7490
0	35.8	7700	7120	7480
0	0	8340	7700	7120
4.3	0	9060	8340	7700
1.1	4.3	9250	9060	8340
52.9	1.1	9290	9250	9060
1.9	52.9	9480	9290	9250
37.7	1.9	10200	9480	9290
18.7	37.7	9660	10200	9480
9.6	18.7	9250	9660	10200
0.1	9.6	8420	9250	9660
5	0.1	8120	8420	9250
0.2	5	8940	8120	8420
4.4	0.2	9160	8940	8120
0	4.4	8680	9160	8940
0	0	9520	8680	9160
6	0	10200	9520	8680
3.3	6	10700	10200	9520
4.9	3.3	11100	10700	10200
0	4.9	11100	11100	10700
0	0	12300	11100	11100
0	0	12400	12300	11100
0	0	12300	12400	12300
0	0	12100	12300	12400
2.6	0	12000	12100	12300
2.4	2.6	10600	12000	12100
2.2	2.4	10900	10600	12000
0.2	2.2	11800	10900	10600
0	0.2	10800	11800	10900
0	0	10700	10800	11800
0	0	11000	10700	10800
44.4	0	11200	11000	10700
0	44.4	11300	11200	11000
0	0	12700	11300	11200
0	0	12800	12700	11300
0	0	13000	12800	12700
0	0	13800	13000	12800
39.3	0	13800	13800	13000
3.2	39.3	13800	13800	13800
3.7	3.2	13700	13800	13800
0.5	3.7	12000	13700	13800
1.5	0.5	11700	12000	13700
4.4	1.5	12000	11700	12000
3.7	4.4	12500	12000	11700
2.1	3.7	12400	12500	12000
22.8	2.1	13100	12400	12500
16	22.8	14500	13100	12400
3.8	16	15100	14500	13100
9.4	3.8	15900	15100	14500
0.8	9.4	16200	15900	15100
16.4	0.8	15800	16200	15900
38.2	16.4	16000	15800	16200
1.4	38.2	15800	16000	15800
2.3	1.4	15500	15800	16000
1.6	2.3	15200	15500	15800
1.7	1.6	15200	15200	15500
1.8	1.7	15200	15200	15200
0	1.8	15400	15200	15200
0.1	0	15300	15400	15200
0	0.1	15200	15300	15400
0	0	15400	15200	15300
0.7	0	15200	15400	15200
23.2	0.7	15500	15200	15400
8.7	23.2	15900	15500	15200
15.9	8.7	15600	15900	15500
0.6	15.9	15600	15600	15900
0	0.6	15600	15600	15600
2.3	0	15000	15600	15600
5.8	2.3	14800	15000	15600
1.6	5.8	14700	14800	15000
5.4	1.6	14400	14700	14800
0	5.4	13900	14400	14700
0	0	13800	13900	14400
0	0	14400	13800	13900
15.2	0	14600	14400	13800
0.5	15.2	15000	14600	14400
3.8	0.5	15300	15000	14600
0.3	3.8	15400	15300	15000
0	0.3	14900	15400	15300
0	0	15000	14900	15400
8.4	0	14700	15000	14900
0	8.4	14400	14700	15000
0	0	14000	14400	14700
0.1	0	14000	14000	14400
0	0.1	13500	14000	14000
0	0	13600	13500	14000
6.6	0	13400	13600	13500
57.6	6.6	13700	13400	13600
1.4	57.6	13600	13700	13400
0	1.4	13800	13600	13700
0	0	13800	13800	13600
14.7	0	14400	13800	13800
10.5	14.7	14200	14400	13800
0	10.5	14100	14200	14400
13.5	0	14200	14100	14200
0	13.5	13800	14200	14100
3.6	0	13400	13800	14200
17.1	3.6	13300	13400	13800
40.1	17.1	12700	13300	13400
0.8	40.1	12500	12700	13300
126.3	0.8	10800	12500	12700
14.5	126.3	11700	10800	12500
19	14.5	13500	11700	10800
2.5	19	13600	13500	11700
0.1	2.5	13300	13600	13500
0.8	0.1	13400	13300	13600
17.4	0.8	13400	13400	13300
0	17.4	13600	13400	13400
9.3	0	13500	13600	13400
0.5	9.3	13300	13500	13600
1.9	0.5	13200	13300	13500
3.3	1.9	13000	13200	13300
0.7	3.3	12800	13000	13200
0	0.7	12700	12800	13000
2.1	0	12700	12700	12800
0	2.1	12600	12700	12700
0.4	0	12100	12600	12700
14.1	0.4	12200	12100	12600
0.1	14.1	12100	12200	12100
28.2	0.1	12300	12100	12200
6.1	28.2	12100	12300	12100
12.6	6.1	12200	12100	12300
4.8	12.6	12000	12200	12100
19.7	4.8	12700	12000	12200
0	19.7	12900	12700	12000
3.4	0	12700	12900	12700
33.5	3.4	11700	12700	12900
21.4	33.5	10400	11700	12700
3.2	21.4	10100	10400	11700
15	3.2	9430	10100	10400
1.5	15	10100	9430	10100
0	1.5	10400	10100	9430
0	0	11200	10400	10100
0	0	11200	11200	10400
0	0	12000	11200	11200
0	0	11400	12000	11200
0	0	11400	11400	12000
0	0	11400	11400	11400
0	0	11200	11400	11400
0	0	11400	11200	11400
0	0	11500	11400	11200
7.8	0	11200	11500	11400
0	7.8	10700	11200	11500
0	0	9880	10700	11200
0	0	8950	9880	10700
0	0	8590	8950	9880
0	0	8690	8590	8950
0	0	8600	8690	8590
0	0	9240	8600	8690
0	0	8640	9240	8600
0	0	8610	8640	9240
0	0	8640	8610	8640
0	0	9800	8640	8610
0	0	9360	9800	8640
0	0	9120	9360	9800
0	0	8870	9120	9360
0.1	0	8040	8870	9120
0	0.1	7290	8040	8870
0	0	7100	7290	8040
0	0	6630	7100	7290
0	0	7530	6630	7100
0	0	7420	7530	6630
0.2	0	7270	7420	7530
0	0.2	7200	7270	7420
0	0	7500	7200	7270
0	0	7750	7500	7200
0	0	7670	7750	7500
0	0	8850	7670	7750
0	0	8300	8850	7670
0	0	8070	8300	8850
0.2	0	7670	8070	8300
0	0.2	6220	7670	8070
0	0	5940	6220	7670
0.1	0	4980	5940	6220
0	0.1	5300	4980	5940
0	0	3560	5300	4980
0	0	4856.25	3560	5300
0	0	4399.583333	4856.25	3560
1.2	0	4773.75	4399.583333	4856.25
0	1.2	4767.083333	4773.75	4399.583333
0	0	4873.166667	4767.083333	4773.75
0	0	5967.083333	4873.166667	4767.083333
0	0	6530.416667	5967.083333	4873.166667
0	0	6265	6530.416667	5967.083333
0	0	5719.083333	6265	6530.416667
0	0	5328.75	5719.083333	6265
0	0	4732.916667	5328.75	5719.083333
0	0	4614.583333	4732.916667	5328.75
0	0	4504.375	4614.583333	4732.916667
0	0	4132.166667	4504.375	4614.583333
0	0	4578.083333	4132.166667	4504.375
0	0	4401.833333	4578.083333	4132.166667
0	0	4435	4401.833333	4578.083333
0	0	4368.333333	4435	4401.833333
0	0	4337.916667	4368.333333	4435
0	0	4565.666667	4337.916667	4368.333333
0	0	4761.708333	4565.666667	4337.916667
0	0	4960.708333	4761.708333	4565.666667
0	0	5173.916667	4960.708333	4761.708333
0	0	5391.666667	5173.916667	4960.708333
0	0	4440.916667	5391.666667	5173.916667
0	0	3489.833333	4440.916667	5391.666667
0	0	3660.75	3489.833333	4440.916667
0	0	3438.333333	3660.75	3489.833333
0	0	3271.25	3438.333333	3660.75
0	0	3027.083333	3271.25	3438.333333
0	0	3051.25	3027.083333	3271.25
0	0	2930.416667	3051.25	3027.083333
0	0	3110	2930.416667	3051.25
0	0	3032.916667	3110	2930.416667
0	0	3830.416667	3032.916667	3110
0	0	4295.416667	3830.416667	3032.916667
0	0	4088	4295.416667	3830.416667
0	0	3698.666667	4088	4295.416667
0	0	4074.666667	3698.666667	4088
0	0	3468.916667	4074.666667	3698.666667
0	0	3467.5	3468.916667	4074.666667
0	0	2507.5	3467.5	3468.916667
0	0	3188.333333	2507.5	3467.5
0	0	3586.666667	3188.333333	2507.5
0	0	2808.75	3586.666667	3188.333333
0	0	3084.166667	2808.75	3586.666667
0	0	2613.75	3084.166667	2808.75
0	0	2924.166667	2613.75	3084.166667
0	0	2907.916667	2924.166667	2613.75
0	0	3140.833333	2907.916667	2924.166667
0	0	2930.166667	3140.833333	2907.916667
0	0	3350.416667	2930.166667	3140.833333
0	0	2608.166667	3350.416667	2930.166667
0	0	2640.416667	2608.166667	3350.416667
0	0	3155.333333	2640.416667	2608.166667
0	0	3040.041667	3155.333333	2640.416667
0	0	3142.416667	3040.041667	3155.333333
0	0	3093.583333	3142.416667	3040.041667
0	0	2055.333333	3093.583333	3142.416667
0	0	1661.083333	2055.333333	3093.583333
0	0	2276.25	1661.083333	2055.333333
0	0	2150.833333	2276.25	1661.083333
0	0	2349.583333	2150.833333	2276.25
0	0	2538.541667	2349.583333	2150.833333
0	0	2843.333333	2538.541667	2349.583333
0	0	1757.125	2843.333333	2538.541667
0	0	2422.625	1757.125	2843.333333
0	0	3108.166667	2422.625	1757.125
0	0	2953.958333	3108.166667	2422.625
0	0	3054.375	2953.958333	3108.166667
0	0	2583.625	3054.375	2953.958333
0	0	2079.416667	2583.625	3054.375
0	0	2727.25	2079.416667	2583.625
0	0	2260.25	2727.25	2079.416667
0	0	2361.583333	2260.25	2727.25
0	0	1597.916667	2361.583333	2260.25
0	0	1221.916667	1597.916667	2361.583333
0	0	1735.333333	1221.916667	1597.916667
0	0	1689.166667	1735.333333	1221.916667
0	0	1807.916667	1689.166667	1735.333333
0	0	2597.458333	1807.916667	1689.166667
0	0	2046.125	2597.458333	1807.916667
0	0	2113.208333	2046.125	2597.458333
0	0	2568.833333	2113.208333	2046.125
0	0	2378.916667	2568.833333	2113.208333
0	0	1880.625	2378.916667	2568.833333
0	0	1553.583333	1880.625	2378.916667
0	0	953.25	1553.583333	1880.625
0	0	1039.375	953.25	1553.583333
0	0	970.375	1039.375	953.25
0	0	995	970.375	1039.375
0	0	1290.833333	995	970.375
0	0	1178	1290.833333	995
0	0	1502.083333	1178	1290.833333
0	0	1513.125	1502.083333	1178
0	0	2115.416667	1513.125	1502.083333
0	0	1938.75	2115.416667	1513.125
0	0	2263.083333	1938.75	2115.416667
0	0	1630.166667	2263.083333	1938.75
0	0	1336.666667	1630.166667	2263.083333
0	0	891.6666667	1336.666667	1630.166667
0	0	1889.791667	891.6666667	1336.666667
0	0	616.125	1889.791667	891.6666667
0	0	898.125	616.125	1889.791667
0	0	1161.25	898.125	616.125
0	0	951.375	1161.25	898.125
0	0	1321.041667	951.375	1161.25
0	0	874.1666667	1321.041667	951.375
0	0	358.9166667	874.1666667	1321.041667
0	0	1057.166667	358.9166667	874.1666667
0	0	813.0833333	1057.166667	358.9166667
0	0	2132.5	813.0833333	1057.166667
0	0	2035.666667	2132.5	813.0833333
0	0	1800.833333	2035.666667	2132.5
0	0	1580.833333	1800.833333	2035.666667
0	0	1075.333333	1580.833333	1800.833333
0	0	887.5	1075.333333	1580.833333
0	0	733.6666667	887.5	1075.333333
0	0	1094.375	733.6666667	887.5
0	0	852.5833333	1094.375	733.6666667
0	0	533.75	852.5833333	1094.375
0	0	1038.916667	533.75	852.5833333
0	0	1137.75	1038.916667	533.75
0	0	1555.958333	1137.75	1038.916667
0	0	1989.416667	1555.958333	1137.75
0	0	2440.416667	1989.416667	1555.958333
0	0	2391.708333	2440.416667	1989.416667
0	0	1775.416667	2391.708333	2440.416667
0	0	1641.583333	1775.416667	2391.708333
0	0	1600.125	1641.583333	1775.416667
0	0	1451.208333	1600.125	1641.583333
1.8	0	690.0833333	1451.208333	1600.125
0	1.8	671.3333333	690.0833333	1451.208333
0	0	1322.916667	671.3333333	690.0833333
0	0	1298.75	1322.916667	671.3333333
0	0	866.75	1298.75	1322.916667
0	0	886.75	866.75	1298.75
0	0	1558	886.75	866.75
0	0	1635.833333	1558	886.75
0	0	1982.291667	1635.833333	1558
0	0	2255.833333	1982.291667	1635.833333
0	0	2473	2255.833333	1982.291667
0	0	2336.666667	2473	2255.833333
0	0	1300.833333	2336.666667	2473
0	0	651.875	1300.833333	2336.666667
0	0	955	651.875	1300.833333
1	0	2404.166667	955	651.875
8.1	1	1773.333333	2404.166667	955
16	8.1	2042	1773.333333	2404.166667
13	16	2605.416667	2042	1773.333333
6.3	13	3681.041667	2605.416667	2042
0	6.3	4211.375	3681.041667	2605.416667
0	0	4755	4211.375	3681.041667
0	0	4573.166667	4755	4211.375
0.1	0	4451.5	4573.166667	4755
9.3	0.1	4045.833333	4451.5	4573.166667
0.4	9.3	4254.583333	4045.833333	4451.5
0.1	0.4	4083.333333	4254.583333	4045.833333
4.1	0.1	3552.083333	4083.333333	4254.583333
0	4.1	3208.333333	3552.083333	4083.333333
11	0	3416.25	3208.333333	3552.083333
0	11	3401.416667	3416.25	3208.333333
53.9	0	3674.791667	3401.416667	3416.25
0	53.9	3777.5	3674.791667	3401.416667
14.4	0	3804.333333	3777.5	3674.791667
0	14.4	4196.708333	3804.333333	3777.5
0.3	0	5017	4196.708333	3804.333333
